City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,flying fish cove,-10.4217,105.6791,24.82,83,75,5.66,CX,1692058654
291,uturoa,-16.7333,-151.4333,25.69,75,84,7.08,PF,1692058655
292,saint-joseph,-21.3667,55.6167,19.21,79,19,5.36,RE,1692058655
293,east london,-33.0153,27.9116,15.58,67,97,7.81,ZA,1692058655
294,colonia,50.9333,6.95,22.76,81,0,1.54,DE,1692058544
295,selfoss,63.9331,-20.9971,8.91,89,93,1.96,IS,1692058656
296,bordighera,43.7806,7.6645,28.35,62,0,1.34,IT,1692058364
297,turpan,42.9333,89.1667,26.86,35,98,2.55,CN,1692058656
298,howrah,22.5892,88.3103,28.0,94,40,0.0,IN,1692058656
299,debark',13.1561,37.8981,9.98,85,18,0.79,ET,1692058657
300,pisco,-13.7,-76.2167,19.03,82,0,6.17,PE,1692058476
301,al lagowa,11.4,29.1333,22.34,81,100,1.56,SD,1692058657
302,conceicao da barra,-18.5933,-39.7322,21.56,81,100,1.88,BR,1692058657
303,tolanaro,-25.0319,46.9987,20.33,96,75,4.5,MG,1692058658
304,beregovoy,55.173,73.2198,12.03,97,98,2.81,RU,1692058658
305,palmer,42.1584,-72.3287,24.73,76,75,0.0,US,1692058658
306,tofol,5.3248,163.0078,26.88,89,100,5.14,FM,1692058658
307,rocha,-34.4833,-54.3333,11.78,71,2,2.28,UY,1692058466
308,pankrushikha,53.8319,80.3406,10.4,98,100,3.13,RU,1692058659
309,queenstown,-31.8976,26.8753,9.17,69,63,1.25,ZA,1692058659
310,amga,60.8953,131.9608,15.01,97,100,2.21,RU,1692058659
311,tupiza,-21.45,-65.7167,13.75,37,3,2.97,BO,1692058660
312,prakhon chai,14.6059,103.1208,25.61,85,100,3.01,TH,1692058660
313,bang saphan,11.2126,99.5117,27.04,79,99,3.92,TH,1692058660
314,forked river,39.8398,-74.1901,26.25,81,61,2.86,US,1692058660
315,lebu,-37.6167,-73.65,11.79,88,100,3.48,CL,1692058601
316,lauro de freitas,-12.8944,-38.3272,26.01,78,40,4.12,BR,1692058597
317,tvoroyri,61.5556,-6.8111,10.68,95,44,8.13,FO,1692058661
318,khanty-mansiysk,61.0042,69.0019,10.06,93,38,1.0,RU,1692058661
319,hurricane,37.1753,-113.2899,37.26,24,26,5.68,US,1692058661
320,colby,39.3958,-101.0524,26.57,36,0,5.14,US,1692058661
321,albertina,-22.2008,-46.6158,16.92,84,97,0.83,BR,1692058662
322,la sarre,48.8002,-79.1996,17.92,64,55,1.65,CA,1692058416
323,konarka,19.9,86.1167,26.22,76,100,2.57,IN,1692058662
324,pacasmayo,-7.4006,-79.5714,21.47,83,65,5.09,PE,1692058662
325,balqash,46.8481,74.995,17.43,44,74,4.19,KZ,1692058663
326,temax,21.15,-88.9333,31.13,59,21,5.11,MX,1692058663
327,pacora,9.0833,-79.2833,28.45,94,40,0.0,PA,1692058663
328,mwene-ditu,-7.0,23.45,24.26,24,20,1.75,CD,1692058581
329,tucupita,9.0622,-62.051,25.67,86,72,2.03,VE,1692058663
330,bogale,16.2833,95.4,25.84,90,95,2.58,MM,1692058664
331,benghazi,32.1167,20.0667,25.94,67,0,3.68,LY,1692058664
332,kailua-kona,19.6406,-155.9956,30.98,72,75,5.66,US,1692058625
333,birao,10.2849,22.7882,21.61,94,50,2.17,CF,1692058664
334,alajarvi,63.0,23.8167,12.81,95,51,2.74,FI,1692058664
335,balabac,7.9868,117.0645,27.73,78,84,2.07,PH,1692058665
336,progreso,21.2833,-89.6667,28.39,77,29,8.59,MX,1692058665
337,laojunmiao,39.8333,97.7333,19.55,42,81,2.64,CN,1692058665
338,toliara,-23.35,43.6667,19.32,90,4,1.63,MG,1692058665
339,khuzdar,27.7384,66.6434,27.16,15,81,1.69,PK,1692058665
340,severo-yeniseyskiy,60.3725,93.0408,13.63,99,100,0.57,RU,1692058666
341,pizarro,4.9533,-77.366,26.25,83,15,2.45,CO,1692058666
342,nova vicosa,-17.8919,-39.3719,22.1,80,95,2.99,BR,1692058666
343,nantucket,41.2835,-70.0995,24.03,73,0,2.57,US,1692058604
344,reggane,26.7158,0.1714,36.09,10,0,8.33,DZ,1692058666
345,pontes e lacerda,-15.2261,-59.3353,24.63,48,100,1.37,BR,1692058482
346,argo,37.6333,22.7333,24.32,66,6,1.77,GR,1692058667
347,porangatu,-13.4408,-49.1486,26.37,29,87,2.08,BR,1692058667
348,hithadhoo,-0.6,73.0833,28.05,70,90,2.95,MV,1692058667
349,novyy urengoy,66.0833,76.6333,13.83,82,87,3.15,RU,1692058667
350,felege neway,6.3,36.8833,17.14,78,48,1.06,ET,1692058667
351,ushibukamachi,32.1906,130.0228,28.04,76,5,5.64,JP,1692058668
352,kirensk,57.7853,108.1119,18.51,77,2,0.92,RU,1692058668
353,puerto lempira,15.2667,-83.7667,26.08,89,100,2.57,HN,1692058668
354,zubtsov,56.1753,34.5894,17.87,84,81,2.11,RU,1692058668
355,chazuta,-6.5742,-76.1367,23.47,99,100,1.29,PE,1692058668
356,melfi,40.9965,15.6514,17.5,58,2,2.02,IT,1692058668
357,kapuskasing,49.4169,-82.4331,21.05,49,20,1.54,CA,1692058669
358,trenton,40.217,-74.7429,28.07,63,75,5.14,US,1692058579
359,al kharijah,25.4514,30.5464,28.29,32,0,4.3,EG,1692058669
360,island harbour,50.724,-1.2758,16.07,94,47,3.2,GB,1692058669
361,mweka,-4.85,21.5667,20.18,42,11,0.63,CD,1692058670
362,jijiga,9.35,42.8,18.64,61,5,6.63,ET,1692058498
363,rajgarh,28.6333,75.3833,29.9,59,99,3.51,IN,1692058670
364,cabo san lucas,22.8909,-109.9124,35.34,58,0,5.14,MX,1692058586
365,gisborne,-38.6533,178.0042,13.47,60,23,2.4,NZ,1692058671
366,marka,1.7159,44.7717,24.53,88,18,5.12,SO,1692058671
367,emerald,-23.5333,148.1667,24.63,33,0,3.79,AU,1692058669
368,wiwili,13.6268,-85.8254,24.84,86,21,1.53,NI,1692058671
369,porto novo,6.4965,2.6036,24.9,89,93,2.18,BJ,1692058671
370,detroit lakes,46.8172,-95.8453,23.03,53,0,3.09,US,1692058585
371,pecos,31.4229,-103.4932,37.46,28,40,7.2,US,1692058672
372,papao,-17.75,-149.55,27.82,80,42,5.67,PF,1692058672
373,lagoa,39.05,-27.9833,22.95,88,88,5.45,PT,1692058672
374,itai,-23.4178,-49.0906,15.13,89,100,4.04,BR,1692058672
375,gereida,11.2811,25.1414,24.99,85,69,2.93,SD,1692058672
376,mana,5.6592,-53.7767,25.32,89,35,1.93,GF,1692058673
377,celestun,20.8667,-90.4,29.61,73,46,9.06,MX,1692058673
378,vrede,-27.4257,29.1659,11.02,43,84,2.11,ZA,1692058673
379,palikir - national government center,6.9248,158.1611,30.47,70,100,2.57,FM,1692058674
380,katsuura,35.1333,140.3,27.56,89,100,6.45,JP,1692058674
381,cumaral,4.2708,-73.4867,22.91,91,53,1.46,CO,1692058674
382,antsiranana,-12.2787,49.2917,22.56,85,21,6.2,MG,1692058674
383,razampeta,14.1833,79.1667,26.7,66,100,1.91,IN,1692058675
384,woolgoolga,-30.1106,153.2007,16.69,71,97,5.33,AU,1692058675
385,fuling,29.7022,107.3919,26.65,77,2,1.25,CN,1692058675
386,kodinsk,58.6881,99.1844,16.61,96,99,1.57,RU,1692058675
387,awjilah,29.1081,21.2869,25.09,56,0,4.53,LY,1692058676
388,bam,29.106,58.357,25.3,12,1,3.61,IR,1692058676
389,vallenar,-28.5708,-70.7581,16.84,66,5,1.5,CL,1692058582
390,khandyga,62.6667,135.6,13.74,97,100,2.82,RU,1692058676
391,port washington,40.8257,-73.6982,27.78,67,75,6.17,US,1692058676
392,carutapera,-1.195,-46.02,25.05,87,88,3.26,BR,1692058676
393,kodiak,57.79,-152.4072,11.73,82,100,3.09,US,1692058677
394,moree,-29.4667,149.85,18.44,56,88,4.77,AU,1692058677
395,sinabang,2.4803,96.3801,25.23,81,100,0.9,ID,1692058677
396,ngerengere,-6.75,38.1167,20.4,94,13,0.53,TZ,1692058677
397,kizhinga,51.8462,109.9097,18.42,73,52,1.89,RU,1692058678
398,tamanrasset,22.785,5.5228,29.95,21,40,2.06,DZ,1692058678
399,roznava,48.6601,20.5376,18.2,66,4,1.35,SK,1692058678
400,inari,68.906,27.0288,14.11,96,48,2.03,FI,1692058678
401,tadine,-21.55,167.8833,21.53,54,3,3.37,NC,1692058679
402,colac,-38.3333,143.5833,9.91,71,6,0.98,AU,1692058679
403,praia,14.9215,-23.5087,27.4,84,96,3.4,CV,1692058679
404,vorgashor,67.5833,63.95,9.71,95,85,2.56,RU,1692058679
405,hadibu,12.65,54.0333,25.78,81,93,8.0,YE,1692058680
406,lavrio,37.7145,24.0565,26.53,70,0,4.21,GR,1692058680
407,ambodifotatra,-16.9833,49.85,23.63,79,2,3.39,MG,1692058680
408,mendeleyevsk,55.9082,52.2905,23.58,59,73,0.82,RU,1692058681
409,mahanoro,-19.9,48.8,21.0,92,58,3.09,MG,1692058635
410,san antonio de pale,-1.4014,5.6325,24.31,84,100,4.66,GQ,1692058681
411,prainha,-1.8,-53.48,28.02,52,16,1.23,BR,1692058681
412,baikonur,45.6167,63.3167,19.64,32,0,3.91,KZ,1692058682
413,butembo,0.15,29.2833,15.21,91,83,1.01,CD,1692058682
414,bertoua,4.5833,13.6833,19.63,98,84,1.15,CM,1692058682
415,auki,-8.7676,160.7034,28.96,69,22,1.91,SB,1692058683
416,sibut,5.718,19.0739,21.73,96,100,1.04,CF,1692058683
417,tumut,-35.3,148.2167,9.99,79,36,0.95,AU,1692058683
418,yafran,32.0633,12.5286,21.9,56,0,5.04,LY,1692058684
419,lata,40.1629,-8.3327,14.89,98,51,1.1,PT,1692058684
420,khovd,48.0056,91.6419,16.31,29,100,0.56,MN,1692058684
421,pangoa,-12.1167,-73.0,18.98,94,36,1.02,PE,1692058685
422,charters towers,-20.1,146.2667,21.85,40,61,2.71,AU,1692058685
423,tselinnoye,53.0833,85.6667,9.0,89,53,2.29,RU,1692058685
424,newman,37.3138,-121.0208,39.13,12,2,1.78,US,1692058685
425,zakynthos,37.7914,20.8953,23.69,73,0,2.08,GR,1692058686
426,kayangel,8.0823,134.7173,27.76,79,98,5.33,PW,1692058686
427,aspen,39.1911,-106.8175,27.14,18,40,2.57,US,1692058639
428,gornopravdinsk,60.05,69.9,10.24,72,55,0.8,RU,1692058687
429,kostomuksha,64.571,30.5767,12.81,96,42,2.32,RU,1692058687
430,ta`u,-14.2336,-169.5144,27.62,75,49,8.03,AS,1692058687
431,san jose del guaviare,2.5729,-72.6459,23.31,94,45,1.45,CO,1692058687
432,xiongzhou,25.1167,114.3,27.08,88,61,1.41,CN,1692058688
433,illizi,26.4833,8.4667,32.86,16,4,4.34,DZ,1692058688
434,san jorge,-31.8962,-61.8598,17.69,42,58,4.28,AR,1692058652
435,belmonte,-15.8631,-38.8828,22.08,80,88,3.87,BR,1692058688
436,fajardo,18.3258,-65.6524,30.04,81,100,5.66,PR,1692058689
437,kangding,30.0513,101.9603,17.24,97,100,1.48,CN,1692058689
438,antofagasta,-23.65,-70.4,16.08,83,41,1.42,CL,1692058689
439,naze,28.3667,129.4833,27.51,80,71,5.47,JP,1692058689
440,al jabin,14.704,43.599,19.28,52,71,0.56,YE,1692058690
441,borba,-4.3878,-59.5939,28.42,47,34,1.2,BR,1692058547
442,calvinia,-31.4707,19.776,5.57,68,1,2.14,ZA,1692058691
443,bay harbor,30.1471,-85.6146,33.04,72,0,3.6,US,1692058691
444,naranjos,21.35,-97.6833,30.26,64,99,5.54,MX,1692058691
445,luderitz,-26.6481,15.1594,13.73,68,0,1.44,NA,1692058691
446,golere,16.2557,-14.1017,32.9,49,99,7.42,SN,1692058692
447,mili,6.0815,171.735,29.04,78,58,7.15,MH,1692058692
448,tynda,55.1667,124.7167,16.95,92,100,1.03,RU,1692058692
449,nandgaon,20.3167,74.65,22.77,84,87,5.02,IN,1692058693
450,fort st. john,56.2499,-120.8529,23.94,29,75,5.14,CA,1692058693
451,lucapa,-8.4192,20.7447,18.77,18,2,1.7,AO,1692058693
452,maych'ew,12.7875,39.5422,15.18,80,71,3.38,ET,1692058693
453,khobar,26.2794,50.2083,33.97,89,0,2.06,SA,1692058694
454,nizhniy ingash,56.2,96.53,12.43,78,77,4.17,RU,1692058694
455,coahuayana de hidalgo,18.7,-103.6583,29.62,78,91,1.72,MX,1692058694
456,gadzhiyevo,69.2551,33.3362,15.79,94,99,2.4,RU,1692058694
457,namanga,-2.5433,36.7905,16.92,79,11,1.46,KE,1692058695
458,rongelap,11.1635,166.8941,28.66,77,46,5.79,MH,1692058695
459,mawu,29.5923,107.3139,24.29,81,11,1.61,CN,1692058695
460,loa janan,-0.583,117.095,25.34,83,100,1.87,ID,1692058695
461,karimganj,24.8667,92.35,25.2,96,87,0.92,IN,1692058696
462,kill devil hills,36.0307,-75.676,29.43,79,0,6.69,US,1692058696
463,gereshk,31.8209,64.5701,24.61,13,0,1.94,AF,1692058696
464,westport,41.1415,-73.3579,26.27,79,0,3.6,US,1692058697
465,klaksvik,62.2266,-6.589,11.51,96,83,5.71,FO,1692058697
466,port douglas,-16.4833,145.4667,22.31,59,61,2.13,AU,1692058555
467,phongsali,21.6833,102.1058,17.28,100,100,0.37,LA,1692058698
468,borogontsy,62.6683,131.1683,14.15,98,100,3.51,RU,1692058698
469,sunchales,-30.944,-61.5615,19.47,37,31,3.99,AR,1692058698
470,el parral,16.3675,-93.0058,20.71,88,75,2.34,MX,1692058699
471,santanyi,39.3546,3.1291,26.01,79,0,3.19,ES,1692058699
472,kapoeta,4.7717,33.5903,25.6,42,9,3.71,SS,1692058699
473,seram,17.1833,77.2833,24.27,80,91,4.72,IN,1692058699
474,sainyabuli,19.25,101.75,22.8,100,100,0.48,LA,1692058700
475,crane,31.3974,-102.3501,35.97,24,50,7.99,US,1692058701
476,kavieng,-2.5744,150.7967,26.58,82,100,2.1,PG,1692058701
477,anguera,-12.151,-39.2453,18.7,96,34,1.57,BR,1692058702
478,archangelos,36.2149,28.1149,24.62,87,3,5.16,GR,1692058702
479,lompoc,34.6391,-120.4579,32.08,83,75,2.68,US,1692058702
480,mossel bay,-34.1831,22.146,10.77,82,9,4.18,ZA,1692058703
481,cascais,38.6979,-9.4215,20.52,78,42,11.18,PT,1692058703
482,sarakhs,36.5449,61.1577,19.33,19,0,4.05,IR,1692058703
483,kristiansund,63.1115,7.732,15.03,88,75,1.54,NO,1692058703
484,halifax,44.6453,-63.5724,22.27,83,20,2.06,CA,1692058666
485,christchurch,-43.5333,172.6333,14.11,53,29,2.57,NZ,1692058548
486,chernyshevskiy,63.0128,112.4714,13.27,93,100,1.73,RU,1692058704
487,sao vicente,-23.9631,-46.3919,21.1,26,98,0.45,BR,1692058704
488,come,6.4076,1.882,23.89,90,87,2.48,BJ,1692058704
489,tot'ma,59.9747,42.7642,15.07,96,35,0.31,RU,1692058705
490,mapastepec,15.4333,-92.9,28.01,85,73,1.23,MX,1692058705
491,mount pleasant,32.7941,-79.8626,31.1,84,20,5.66,US,1692058570
492,yeppoon,-23.1333,150.7333,22.88,45,0,1.65,AU,1692058705
493,canitas de felipe pescador,23.6,-102.7167,26.18,33,56,8.32,MX,1692058706
494,ballina,-28.8667,153.5667,20.43,75,90,1.41,AU,1692058706
495,el rama,12.1596,-84.2195,24.24,96,87,2.38,NI,1692058706
496,bunia,1.5667,30.25,16.93,85,6,1.47,CD,1692058707
497,barah,13.7,30.3667,30.64,46,99,4.19,SD,1692058199
498,minas de marcona,-15.2119,-75.1103,14.23,80,11,4.55,PE,1692058642
499,wundanyi,-3.4019,38.364,14.67,90,7,2.82,KE,1692058707
500,arauca,7.0847,-70.7591,24.98,94,20,2.06,CO,1692058708
501,visaginas,55.6,26.4167,13.65,82,58,1.24,LT,1692058708
502,bazar-korgon,41.0376,72.7459,17.07,29,0,3.62,KG,1692058708
503,belabo,4.9333,13.3,19.42,100,82,1.05,CM,1692058708
504,vernon,50.2581,-119.2691,39.05,17,0,1.54,CA,1692058709
505,bhimunipatnam,17.8833,83.4333,27.55,77,100,1.41,IN,1692058709
506,belomorsk,64.5232,34.7668,15.87,96,51,3.1,RU,1692058709
507,hirara,24.8,125.2833,31.15,79,20,4.12,JP,1692058710
508,alice springs,-23.7,133.8833,21.75,30,17,0.0,AU,1692058596
509,novaya igirma,57.1334,103.9112,18.57,79,80,2.18,RU,1692058710
510,san patricio,28.017,-97.5169,34.54,54,78,6.94,US,1692058711
511,camayenne,9.535,-13.6878,25.98,85,100,3.23,GN,1692058711
512,tarko-sale,64.9225,77.785,13.54,59,61,3.28,RU,1692058712
513,sundsvall,62.3913,17.3063,10.98,100,80,1.03,SE,1692058712
514,grand-bassam,5.2118,-3.7388,23.98,90,100,3.43,CI,1692058712
515,boguchany,58.3814,97.4531,15.67,96,63,3.25,RU,1692058713
516,wamba,8.9333,8.6,22.07,92,97,0.99,NG,1692058713
517,ancud,-41.8697,-73.8203,11.04,94,100,7.62,CL,1692058412
518,isangel,-19.55,169.2667,21.97,79,100,5.82,VU,1692058714
519,fu'an,27.0892,119.6453,29.22,81,37,0.79,CN,1692058714
520,ulanhot,46.0833,122.0833,24.1,69,59,3.1,CN,1692058714
521,fort wellington,6.4,-57.6,26.63,85,27,3.26,GY,1692058715
522,port macquarie,-31.4333,152.9167,18.83,65,85,4.83,AU,1692058384
523,nadym,65.5333,72.5167,16.92,68,100,0.74,RU,1692058715
524,bardai,11.65,7.2333,20.94,90,99,1.64,NG,1692058715
525,howard springs,-12.497,131.047,27.12,67,22,3.36,AU,1692058716
526,kuloy,61.0305,42.4925,14.72,97,41,1.42,RU,1692058716
527,saint-philippe,-21.3585,55.7679,19.77,80,40,6.23,RE,1692058716
528,st. john's,47.5649,-52.7093,15.71,95,100,2.06,CA,1692058678
529,luza,60.6308,47.2512,17.32,95,100,1.2,RU,1692058717
530,troitsko-pechorsk,62.7084,56.1964,16.65,73,19,1.16,RU,1692058717
531,siracusa,37.0881,15.2792,23.77,59,1,2.54,IT,1692058717
532,marica,-22.9194,-42.8186,20.95,91,100,4.25,BR,1692058718
533,priladozhskiy,59.85,31.4833,14.18,1,14,3.22,RU,1692058718
534,saldanha,-33.0117,17.9442,10.9,80,0,4.99,ZA,1692058718
535,tual,-5.6667,132.75,25.71,76,97,9.13,ID,1692058719
536,quatre cocos,-20.2078,57.7625,22.27,79,28,5.81,MU,1692058719
537,cadale,2.7603,46.3222,25.14,85,24,6.44,SO,1692058720
538,wakkanai,45.4094,141.6739,22.27,84,40,4.12,JP,1692058720
539,jiagedaqi,50.4167,124.1167,23.9,59,53,0.76,CN,1692058720
540,panevezys,55.7333,24.35,14.98,81,59,2.28,LT,1692058720
541,malvik,63.4333,10.6833,14.13,94,100,3.09,NO,1692058720
542,skovorodino,53.9833,123.9167,19.98,81,82,1.02,RU,1692058721
543,kourou,5.1552,-52.6478,25.03,90,48,1.44,GF,1692058721
544,sena madureira,-9.0656,-68.6569,23.4,68,99,0.76,BR,1692058721
545,imam qasim,32.298,44.6828,36.19,10,0,2.11,IQ,1692058721
546,malvan,16.0667,73.4667,26.83,76,99,1.93,IN,1692058555
547,coron,11.9986,120.2043,27.55,85,99,1.9,PH,1692058722
548,keflavik,64.0049,-22.5624,10.95,93,75,3.6,IS,1692058722
549,krotovka,53.2858,51.1686,22.99,37,79,3.1,RU,1692058722
550,la ronge,55.1001,-105.2842,22.14,43,100,6.69,CA,1692058723
551,bonthe,7.5264,-12.505,24.4,94,100,4.55,SL,1692058723
552,vidalia,32.2177,-82.4135,31.06,79,0,1.54,US,1692058724
553,shahrud,36.4182,54.9763,18.32,23,0,2.93,IR,1692058724
554,sakakah,29.9697,40.2064,33.11,11,6,5.2,SA,1692058289
555,omaruru,-21.4333,15.9333,13.84,43,97,1.67,NA,1692058724
556,dalandzadgad,43.5708,104.425,21.55,53,25,2.49,MN,1692058724
557,bamboo flat,11.7,92.7167,26.05,89,100,3.09,IN,1692058724
558,tomatlan,19.9333,-105.25,31.07,67,4,2.77,MX,1692058725
559,guayaramerin,-10.8368,-65.3614,23.8,59,99,0.85,BO,1692058725
560,balurghat,25.2167,88.7667,28.06,76,66,1.24,IN,1692058726
561,ulaangom,49.9811,92.0667,14.43,47,100,3.59,MN,1692058726
562,fada,9.5667,8.3,20.0,95,100,0.27,NG,1692058726
563,kurtamysh,54.9103,64.4319,15.57,68,98,2.97,RU,1692058727
564,sabang,5.8933,95.3214,26.65,84,100,8.65,ID,1692058727
565,bayanhongor,46.7167,100.1167,13.68,61,0,1.05,MN,1692058728
566,bubaque,11.2833,-15.8333,26.97,83,100,4.48,GW,1692058728
567,mantua,45.1667,10.7833,25.58,78,5,0.89,IT,1692058728
568,taro,-8.3862,115.28,22.0,89,72,1.21,ID,1692058729
569,guiglo,6.5456,-7.4966,21.48,95,100,1.75,CI,1692058729
570,kitami,43.8031,143.8908,21.7,59,0,6.33,JP,1692058729
571,caribou,46.8606,-68.012,19.24,87,40,2.06,US,1692058729
572,goondiwindi,-28.55,150.3167,19.92,44,98,2.76,AU,1692058730
573,takoradi,4.8845,-1.7554,23.92,89,100,3.22,GH,1692058730
574,renqiu,38.6989,116.0936,26.37,78,0,2.24,CN,1692058730
575,jember,-8.166,113.7032,23.32,82,57,0.57,ID,1692058730
576,huanggang,23.677,116.9996,29.94,85,45,2.0,CN,1692058731
577,acarau,-2.8856,-40.12,25.95,80,81,8.27,BR,1692058731
578,pereslavl'-zalesskiy,56.7393,38.8563,16.99,96,86,3.01,RU,1692058731
579,ust'-charyshskaya pristan',52.3934,83.6635,9.89,76,91,2.31,RU,1692058731
580,glace bay,46.1969,-59.957,20.03,95,75,1.54,CA,1692058732
581,drama,41.1544,24.1394,25.37,58,0,2.72,GR,1692058732
582,arraial do cabo,-22.9661,-42.0278,19.92,94,75,2.57,BR,1692058612
583,trujillo,-8.116,-79.03,21.98,83,75,3.6,PE,1692058732
